allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,PCA_Component_1,PCA_Component_2,PCA_Component_3,PCA_Component_4,Hardness
77.0,12.421,23.0,4.0,48.7195,9.695,2.225,1.99,1.2399999999999998,0.448895,6.2105,2.721379778287975,-0.19564987240964407,-0.5500000667136282,-1.4730307292783555,3.8
52.0,4.243996,9.2,4.8,18.439538,11.33044,2.7060000000000004,1.656,0.8240000000000001,0.498454,0.6795,-1.4787979214351055,0.05180712795810201,-0.2302968685530639,0.047141381422001596,6.0
568.0,38.844,39.71428571428572,5.428571428571429,93.96814285714288,9.0611,2.857619047619048,1.385714285714286,0.836190476190477,0.4635042857142858,5.97378,2.097599477476726,2.291633645988855,2.685362732769151,0.3854545900253315,2.5
467.0,37.007299,10.857142857142858,4.761904761904762,21.39612501785714,10.7745,2.7857142857142856,1.7457142857142858,0.9142857142857144,0.4965590476190476,0.88802,-0.9086439136317046,-0.2696898348109105,-0.5236804111153152,0.01220854224013968,5.8
58.0,6.397992,11.6,4.8,23.231818,10.833850000000002,2.6870000000000003,1.791,0.936,0.496484,1.11239,-0.6521893890512681,-0.3943393699335905,-0.5837485170305633,-0.046973895669626585,5.8
126.0,13.46,21.83333333333333,4.5,50.23602,11.292812499999998,2.7466666666666666,1.7566666666666666,0.9733333333333332,0.4894800000000001,2.54439,0.6748422587537092,0.06966857047111076,0.19680661310195535,0.2057451183309643,6.5
84.0,13.89,41.0,4.0,95.225235,9.08885,2.24,1.89,1.29,0.48273,4.01089,3.7382696531353257,-0.2038310080374387,0.43778684251710653,0.9479906031042566,5.8
126.0,26.090000000000003,14.5,4.0,31.563638,11.14446,2.79,1.7795,0.8959999999999999,0.4862650000000001,2.18789,-0.21488183809170347,-0.019126873444624343,-0.18125397142299826,-0.23266297202811223,2.5
30.0,2.33742425,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,0.8148,-1.2403739428172829,0.08283379117328082,-0.3261218487563596,0.04323488523444117,9.0
79.0,11.2954955,41.0,5.6,93.78445,9.65936,2.298,1.9072,1.2,0.457149,5.67567,3.9754785474850944,0.3333694879874251,0.6770125316556612,0.23644692447128235,1.8
100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.924,-1.15282325612954,-0.08086132864130013,-0.34398959363206033,-0.021085898226363486,6.0
68.0,4.5453280000000005,11.666666666666664,5.333333333333333,22.68885333333333,11.279666666666666,2.8316666666666666,1.711666666666667,0.92,0.4960433333333333,0.7176,-0.935568747040905,-0.17845706425776134,-0.4682219316348903,0.14913285373486523,5.5
58.0,9.773996,12.5,4.8,26.385218,11.14446,2.81,1.732,0.9,0.4820359999999999,1.81103,-0.5539305613455985,0.08288420145422062,-0.31778665213074353,-0.22049278473150657,5.5
90.0,11.354575,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.42396,-1.041796998042233,-0.03891565806491425,-0.24542092358582465,-0.22800759231889986,6.0
90.0,3.55,10.0,5.0,20.255278375,10.999625,2.7275,1.765,0.945,0.499514,0.59237,-0.9329395401662044,-0.4458907463722717,-0.7000751156825807,0.06858175735816718,6.0
410.0,32.985963,10.0,4.625,20.2988926326,11.037175,2.86875,1.7265625,0.81875,0.492723125,0.87067,-1.2259418646240043,-0.03407213442736317,-0.3397263896326747,-0.0035593079244808663,5.5
72.0,5.439908,9.0,5.0,18.485977957625,11.719925,2.815,1.62625,0.84875,0.4840125000000001,0.6795,-1.441643163378893,0.2683422511832078,-0.3667509035469426,0.042415731801461444,5.8
50.0,7.734660000000001,10.0,5.0,20.255278375,11.6604875,2.79,1.6725,0.945,0.479405,0.93524,-0.9737285592473635,0.0830286831835653,-0.630492165787335,-0.0396876550961202,5.5
116.0,10.9728255,12.8,4.8,24.085483,10.565180000000002,2.6870000000000003,1.6800000000000002,0.965,0.4863399999999,1.91369,-0.5161454253928165,0.07363902251619106,-0.31586399277732136,-0.2788731757035264,5.5
126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,3.78486,1.208354142025137,0.612255019594506,0.5246871662590371,-0.03780025229122482,2.3
96.0,8.531328,12.0,5.0,24.98813313725,11.026725,2.79,1.6725,0.8525,0.48659875,1.85225,-0.8345889724724679,0.2600438709133889,-0.06264069391998286,-0.24072689467735334,7.3
196.0,30.92,24.4,5.6,53.4902975,10.75912,2.3680000000000003,1.904,1.1840000000000002,0.467568,4.8568,2.217863458401715,-0.17276782728846002,-0.24050186598391957,-0.7209351974158222,2.5
30.0,2.342664,10.0,5.333333333333333,20.325236749666672,11.749633333333335,2.9266666666666663,1.7133333333333336,0.8066666666666666,0.4916733333333334,0.75796,-1.30160794303443,0.025100099023300182,-0.31634017731921393,0.05173596664715433,6.0
126.0,16.630000000000006,21.66666666666667,6.0,43.952,11.522283333333334,2.1466666666666665,1.92,1.14,0.4824666666666666,2.65644,1.3098171764189086,-0.582640214519205,-0.6467766250493321,-0.06515805616652197,5.5
128.0,20.415992000000006,12.8,4.8,26.385218,11.38168,2.81,1.7400000000000002,0.86,0.49282,1.83476,-0.6475841310988567,-0.001739994765162901,-0.12792777072819064,-0.2093064290605411,5.5
74.0,18.697992000000006,24.66666666666667,4.333333333333333,54.501263666333344,11.654066666666669,2.824333333333333,1.7383333333333335,0.8966666666666668,0.4737466666666667,4.08822,1.0542989446066406,0.6087628784991022,0.6890072877315352,-0.2352777191374962,6.0
112.0,19.382,19.33333333333333,4.666666666666667,39.568056,9.8771,2.352,1.907,1.104,0.4878333333333333,2.0416,0.858688035969661,-0.6490237901279786,-0.7189986942036685,0.04312979154624408,6.0
138.0,7.312664,10.0,5.333333333333333,20.02735333333333,11.795966666666668,2.9266666666666663,1.7133333333333336,0.8666666666666666,0.4995066666666667,1.00244,-1.1324983573243288,-0.14531002858324563,-0.33471420813215347,-0.06437906455295807,7.0
220.0,24.70666,27.5,4.8,65.80676874999999,11.510862500000002,2.81,1.7775000000000003,0.945,0.47356,3.08833,1.3605738770345621,0.42106439029137455,0.5019956272402998,0.4468503225383023,6.0
120.0,13.747992000000002,12.0,4.8,24.808518,11.20276,2.7270000000000003,1.767,0.91,0.496167,1.85565,-0.5471545315021036,-0.20940601333889602,-0.30199138695234007,-0.29659409989485314,6.0
128.0,10.065992,12.0,4.8,26.385218,10.75912,2.904,1.6880000000000002,0.836,0.495329,1.3513,-0.956223218784757,0.10168944694874434,-0.05696887650798352,-0.009914007309710758,5.5
126.0,11.35441075,23.5,5.5,49.204038,9.7051,2.24,1.9075,1.15,0.457149,5.2085,2.132610974551413,-0.0013905682829857462,-0.2723286602214431,-0.9707205183944779,2.5
50.0,3.555328,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.908,0.4927359999999999,0.75816,-1.1858997117928733,0.033861769981778235,-0.40144995398206634,0.060534339301708255,9.0
112.0,13.385996,27.6,5.2,65.56541800000001,11.61422,2.298,1.904,0.944,0.467568,3.52186,1.714666350596508,0.18032371430624092,0.2690167881965621,0.2077418038205872,2.3
413.0,35.963299,10.304347826086955,4.7,21.9893120372,10.293308695652174,2.7313043478260868,1.7799999999999998,0.9678260869565216,0.4960699999999999,0.73829,-0.7611572579189692,-0.4588125087530324,-0.7596414834497044,0.035525875543022785,5.5
43.0,11.237971,11.75,3.75,23.5326072,12.18425,2.675,1.767,0.71,0.491678,1.61291,-1.1014175609466146,0.13219663612516983,0.04461273328912681,-0.18491255407746512,2.5
182.0,15.266328,20.5,4.5,43.498522,11.223166666666666,2.828333333333333,1.736,0.9816666666666668,0.4781783333333334,2.94022,0.5923910905239137,0.2403116609058743,0.07911848707263881,-0.11844221657091358,6.0
583.0,27.104327,26.5,4.625,63.56541800000001,11.238775,2.58625,1.8115625,0.945,0.492723125,4.28689,1.5476780699676802,0.1751465813529672,0.7971845833552161,-0.13232828799413426,5.3
120.0,8.734660000000002,12.0,4.8,24.88692185,11.47577,2.7635,1.743,1.0599999999999998,0.490376,0.8229,-0.4444788929163295,-0.3958787147314887,-0.8533483851362864,0.10773142024661567,6.0
38.0,6.394996,12.666666666666664,4.333333333333333,26.024935442,11.706466666666666,2.83,1.7166666666666668,0.925,0.4796891666666667,1.62125,-0.5574678245566793,0.09845892387046648,-0.40258285471068356,-0.14110485621286376,5.5
112.0,11.202328,10.0,4.8,20.9941265318,11.139866666666668,2.828333333333333,1.747,0.9483333333333334,0.4758883333333334,0.80212,-0.8286886641322834,-0.09428174360249394,-0.8445546493796272,-0.008145253694326272,6.0
68.0,9.44,14.6,4.0,33.739258,10.600980000000002,2.58,1.7120000000000002,0.956,0.474714,0.99502,-0.3863687606607724,0.12402471568506135,-0.495169186991839,0.3138076343629047,5.5
116.0,8.07666,11.6,4.6,24.5691257,10.59399,2.572,1.794,0.96,0.489486,0.56349,-0.6654863903600072,-0.39587079303704936,-0.8042365199201627,0.19303028089744023,5.5
86.0,8.109328,11.333333333333336,4.833333333333333,22.68885333333333,10.858558333333336,2.826666666666666,1.7166666666666668,0.8933333333333332,0.4916733333333334,1.11239,-0.9044469742845883,-0.06748318262345139,-0.3899031460516201,-0.02517663607082296,5.5
108.0,8.147992,12.2,4.8,26.2038268,10.75912,2.675,1.736,0.945,0.49512,1.7362,-0.5113514919401573,-0.16771148304375336,-0.32975800333467287,-0.21032788331493132,6.0
454.0,1.7401675,4.666666666666667,4.0,8.773226666666666,13.51252,2.668,1.99,0.5053333333333333,0.7623686666666668,0.44035,-2.829909330546465,-3.6748917473722735,2.031302009765756,-0.16144763397087597,3.0
146.0,10.209328,14.5,4.8,31.204917046,11.33044,2.675,1.7880000000000005,0.945,0.48273,1.08889,-0.3213211858823104,-0.1711403845781262,-0.5656065049832726,0.20016253530185765,5.5
108.0,19.334,31.33333333333333,2.6666666666666665,70.92449475,9.5408,1.9766666666666663,1.9066666666666665,1.1933333333333334,0.4568033333333333,6.44467,3.267756307897932,0.2156344644911834,0.32558950142652254,-0.8304130694426715,2.2
6.0,1.025249,6.0,4.0,12.0096,11.759620000000002,2.375,1.625,0.71,0.496875,1.02525,-1.9943526436234817,0.30545845857551357,-0.009029515692715468,-0.28691533126099666,5.5
122.0,14.091992,12.2,4.8,24.808518,11.38881,2.866,1.6950000000000005,0.7859999999999999,0.478464,1.39322,-1.0224843271107642,0.36372693597166456,-0.1216999786708169,-0.0450288389945906,5.75
87.0,20.29466,21.75,3.75,45.87725,9.1985,2.2225,1.9,1.135,0.479965,3.17705,1.4217025171687958,-0.4357519260417218,-0.4903844041144572,-0.23620448515283327,3.8
219.0,28.037992000000006,20.444444444444443,4.666666666666667,47.750787777777774,11.2843,2.8244444444444445,1.75,0.9588888888888888,0.4783988888888888,4.19744,0.9184022268774522,0.3589024142068289,0.39958258605256747,-0.5712038111986163,6.0
30.0,2.70174775,8.4,4.0,16.332807916666667,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.35134,-2.566973711668964,-0.8192062086908395,1.3959274034506417,0.2642126929341541,6.8
114.0,8.228992,11.4,4.6,23.0113257,10.73364,2.6870000000000003,1.7420000000000002,0.928,0.495329,1.31763,-0.7293292523275675,-0.2174647479264823,-0.4415375964508049,-0.11977151814757644,6.0
75.0,15.5041515,13.714285714285715,4.571428571428571,28.850886857142854,11.204128571428573,2.78,1.7328571428571429,0.8871428571428571,0.4937128571428571,2.62853,-0.33551922388456384,0.051148596739411856,0.042045303940890816,-0.46417242635130584,6.5
126.0,21.628309000000005,12.6,4.6,26.1647257,11.16682,2.752,1.7420000000000002,0.98,0.49618,1.09628,-0.5436552989526122,-0.3023985867429582,-0.5285516852843661,0.05916787347976043,6.0
140.0,3.443996,4.8,3.9166666666666665,8.773226666666666,11.7051,2.77,1.5419999999999998,0.6208333333333335,0.7650095833333334,0.4325,-3.414290886121849,-2.645134980962884,2.727581095490296,0.025343887011929526,4.8
74.0,17.2474855,13.2,4.8,29.568292,11.71425,2.757,1.6980000000000002,0.866,0.499726,2.17405,-0.582287274999228,0.06855337318817577,0.12542582668378277,-0.2608573683686686,6.0
30.0,2.70174775,7.5,3.5,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.50181,-2.599369712057453,-0.8214774068119541,1.3866602617343153,0.14531428324731782,4.0
100.0,13.551332,42.0,5.6,102.82756,10.0975047,2.115,1.905,1.12,0.47888,5.80644,3.955158201245066,0.26445469720699005,1.2272132600999304,0.3987654359042653,2.5
58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,11.290033333333335,2.83,1.7,0.9733333333333332,0.4850333333333334,2.2928,0.22141308781797978,0.18875338637627173,0.03973205410792982,0.06734986023112885,4.5
46.0,9.073996,12.0,4.8,26.385218,11.2603,2.79,1.82,0.945,0.49282,1.62125,-0.37510448533313095,-0.38381623817863814,-0.552508898398243,-0.2063056796769729,6.0
144.0,14.883996000000002,14.6,4.8,31.204917046,11.17714,2.752,1.754,0.946,0.4862359999999999,1.79976,-0.2320223965030119,-0.060161947405765116,-0.3209770293524578,-0.07363671327721133,6.0
116.0,7.957992,11.0,4.8,22.212725,11.06572,2.766,1.6800000000000002,0.86,0.4960699999999999,1.10889,-1.0924038630533894,0.027987088550873715,-0.2102494329038833,-0.01868724395612121,4.3
74.0,4.03,14.0,4.0,29.21788464,9.05335,2.045,2.01,1.3,0.4789899999999999,1.78823,1.0608601774743358,-1.257931168126076,-1.7754584600052408,-0.3213611312553108,2.0
86.0,9.683996,17.6,4.0,39.568056,10.5174,2.58,1.92,1.14,0.4776649999999999,1.92652,0.8949389648774627,-0.6455948337364233,-0.9931483862219481,0.006696074718749839,5.5
622.0,37.0104575,8.0,4.0,18.485977957625,10.599905,2.65,1.5759999999999998,0.8959999999999999,0.611805,0.52252,-1.8875186652052314,-1.2366759819495154,0.7854512439612232,0.13383751293857685,5.5
68.0,11.35441075,13.6,5.0,29.466738,10.347,2.675,1.745,0.975,0.4820359999999999,1.22872,-0.37182260888024243,-0.09574832625526744,-0.5672911176608123,0.09154951740940236,5.5
126.0,20.855328,15.6,4.8,33.73925875,11.23408,2.81,1.69725,0.945,0.4863375,2.53985,-0.0866576216880223,0.18109212480371648,0.0018400550687807421,-0.2735731263532059,5.5
46.0,9.133,23.0,4.0,48.7195,9.8771,2.115,1.905,1.13,0.47888,2.53985,1.3904933953513736,-0.4569131574656582,-0.5598411550152648,0.12101282346951642,3.8
58.0,4.542664,19.33333333333333,4.666666666666667,39.987666666666655,11.706466666666666,2.806666666666666,1.8166666666666669,0.92,0.4865066666666666,0.91457,0.006524035917335317,-0.18430495293930102,-0.33900844770880123,0.5972788383103711,5.5
138.0,9.143996,13.6,5.0,29.568292,11.11696,2.684,1.7400000000000002,0.828,0.4820359999999999,1.31763,-0.7118151185459197,0.1582032317140064,-0.20132264869613678,0.09095657669925707,2.5
90.0,7.767992,10.0,4.5,20.09830285714286,11.17714,2.6871428571428573,1.791,0.9285714285714286,0.4980028571428571,1.06583,-0.8157306314323648,-0.4348068234885402,-0.6394359568352996,-0.13876925650146435,6.3
126.0,13.747992000000002,12.5,4.5,26.2038268,11.2603,2.7425,1.7400000000000002,0.86,0.4927359999999999,1.4486,-0.7501968505291965,-0.036893790516012735,-0.21479700045536218,-0.06398935756042136,6.0
126.0,20.29466,21.5,4.75,46.9564675,11.1479375,2.53,1.7262499999999998,0.8649999999999999,0.4818274999999999,2.07755,0.20108743933828846,0.3605450114720983,0.29731581331288565,0.3659317737988425,2.0
96.0,32.92666,11.0,5.0,24.50301875,11.037175,2.80875,1.7020000000000004,0.8525,0.59942625,1.3748,-1.2762801635796717,-1.2396444434174467,0.8207858127255255,-0.05659983114827454,6.0
50.0,3.253996,10.0,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,1.31763,-1.025355112500288,-0.14763432307157845,-0.307137561095201,-0.19857832577837556,3.0
220.0,41.0634575,24.6363636363637,4.636363636363637,57.56349727272728,11.122009090909092,2.63151515151516,1.7754545454545456,0.981818181818181,0.4743231227272727,4.86552,1.5547770973782993,0.44302536183730296,0.6096750738210379,-0.5422949522969273,6.0
127.0,13.385996,31.1,4.8,70.92449475,9.65936,2.298,1.9072,1.1949999999999998,0.4442925,6.16352,3.2370062216602395,0.3370742359220263,0.14038598581957315,-0.7286735984707077,3.8
100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.8488,-1.169522941320686,-0.0871704622266754,-0.358815507680138,0.010037614446167723,4.0
58.0,9.773996,17.2,4.8,39.568056,10.565180000000002,2.752,1.796,1.1800000000000002,0.4820359999999999,1.24952,0.5715980428476329,-0.4782341753003347,-0.9287637359330512,0.3207502973303859,6.0
385.7000000000001,31.72939975,7.560404040404041,5.0,14.62165910714286,12.957467285714284,2.7503211991434693,1.6442857142857144,0.7503211991434691,0.6335380952380952,0.4325,-2.281536332917927,-1.4885511005049397,1.109441535055014,0.09979893924907832,1.5
58.0,4.03,11.6,4.8,23.231818,11.023840000000002,2.644,1.794,0.96,0.499514,0.8148,-0.6641177068383048,-0.5022128392828321,-0.674912022166735,0.07080751930442593,5.5
43.0,10.507072,49.0,5.0,119.6295,9.08885,2.285,1.908,1.285,0.448895,5.2757,4.956943247104788,0.45879303198993454,0.8302647579347826,1.115970275412731,3.3
66.0,9.44,23.0,4.8,49.224449375000006,10.75912,2.6,1.9072,0.945,0.476095,4.11583,1.3192204838693864,-0.0026371169673909405,0.14958638088222004,-0.48437359120484835,2.5
46.0,9.133,23.0,4.0,48.7195,9.8771,2.45,1.955,1.12,0.47888,1.35155,1.1983591097344297,-0.6795973152126796,-0.8754376657030215,0.5923916449192879,4.0
96.0,12.421,12.0,4.0,24.033618,11.33182,2.545,1.7400000000000002,0.8699999999999999,0.49282,1.92652,-0.6830522543973863,-0.028334931747267214,-0.18075933667661448,-0.31922874818020447,6.0
43.0,7.441332000000001,13.2,4.4,27.188418,10.13144,2.352,1.8200000000000005,1.104,0.4820359999999999,1.12352,-0.0027802494522869026,-0.5307061846967182,-1.0766791610432989,0.019584647810870964,2.0
233.0,25.494,25.2,5.6,58.30341800000001,9.65936,2.298,1.9072,1.224,0.467568,4.28689,2.3180366441552143,-0.26301204088168767,-0.37484761092957153,-0.3844696398733636,2.5
84.0,7.143328,12.285714285714286,3.4285714285714284,24.014192817,12.44127142857142,2.2742857142857145,1.7328571428571429,0.8871428571428571,0.4837514285714286,1.66028,-0.6749068529391554,0.05457498175662575,-0.3364544733555562,-0.20269734228112937,6.0
184.0,30.92,44.0,4.0,108.295515,9.08885,2.24,1.88,1.2,0.4628675,5.54914,4.2815774496406185,0.424131823552527,1.0086021557344078,0.6599943939212857,2.5
100.0,8.147992,10.0,4.8,20.2988926326,11.46526,2.752,1.754,0.946,0.491714,0.82082,-0.8767518428624694,-0.3031598693971287,-0.707920735772566,-0.02367064385837304,6.0
75.0,12.536328,12.571428571428571,4.571428571428571,26.19131385714285,10.57714285714288,2.69,1.7428571428571429,0.92,0.4939185714285714,1.9548,-0.4891133014587204,-0.11078002753693918,-0.24549423351631533,-0.2849494014890256,7.8
68.0,9.509324,9.8,4.8,19.8565257,10.89726,2.648,1.626,0.912,0.49512,0.91248,-1.2102749115152125,0.06830998401134562,-0.3231010928256899,-0.009847269897170144,6.0
96.0,10.584328,12.666666666666664,5.0,24.654186666666664,11.373216666666664,2.736666666666667,1.7566666666666666,0.96,0.4895066666666667,1.36058,-0.5094025129029013,-0.21474019321262472,-0.5401686413130361,-0.07785268856588398,6.0
86.0,6.508664,14.333333333333336,4.666666666666667,31.61252,11.654066666666669,2.848333333333333,1.7,0.9155555555555556,0.4850333333333334,1.96268,-0.37331130490449543,0.16524543422056842,-0.12022194560443919,-0.11381735732876626,6.0
56.0,3.883996,11.6,4.0,23.231818,11.023840000000002,2.755,1.794,0.96,0.499514,0.77755,-0.6723898248352491,-0.5053380417569706,-0.6822559756014542,0.08622441886628482,5.5
74.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.51039,-2.5974643490396327,-0.8207575615172396,1.3883518354382045,0.14176322289186127,6.5
112.0,15.55,23.5,4.8,49.224449375000006,11.023840000000002,2.295,1.725,1.11,0.44942,2.95748,1.2111138423399606,0.47312283582838033,-0.31712879074743794,0.049459370224374244,6.8
224.0,8.147992,10.6,4.8,22.521871850000004,11.64556,2.866,1.656,0.8800000000000001,0.49512,1.80256,-0.9462946459056019,0.1301728615980057,-0.08521301363753599,-0.309799671421229,6.0
110.0,23.0,35.0,2.6666666666666665,82.59846666666667,9.159866666666668,2.8316666666666666,1.7233333333333334,1.2533333333333334,0.4613183333333333,7.7965,3.7293496707182627,0.7773472255389164,1.1100079638655642,-0.9836271522879647,2.5
30.0,2.3326640000000003,10.0,5.333333333333333,20.185395713333328,11.824266666666665,2.89,1.625,0.8933333333333332,0.49968,0.75816,-1.2895819195338039,0.035876802070785654,-0.2563692809141153,0.07354982914432907,6.5
166.0,37.58330800000001,22.0,4.666666666666667,50.53794033333333,11.2520375,2.79,1.7883333333333336,0.8925,0.4940200000000001,1.2398,0.25178028268511027,-0.05196903486177691,0.10974048257969941,0.7623390748228182,5.5
30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.73241,-2.548160305075028,-0.8021305157908434,1.4321237694402558,0.04987436273819924,3.8
126.0,21.830311,26.0,4.8,61.937418,11.79886125,2.727,1.747,0.926,0.47382125,2.2928,0.939518142870438,0.433572670405524,0.37095577015604786,0.6724006624508035,3.8
84.0,13.551332,42.0,5.0,98.3407975,9.1985,2.28,1.97,1.2999999999999998,0.44942,6.77567,4.731847743803894,0.21740693530987742,0.5390836480894953,-0.15816733985647158,2.5
61.0,14.22,30.5,3.5,66.8074975,8.71425,1.96,1.91,1.185,0.4587699999999999,6.5225,3.1519667174793273,0.17546141788407005,0.30254299186136857,-0.96197605424283,2.5
50.0,9.143996,10.0,4.8,20.016938,11.909720000000002,2.805,1.662,0.836,0.498666,0.96683,-1.3097730228618458,0.05274437454597311,-0.17254746112500094,-0.020203060593237208,3.0
60.0,9.683996,12.0,4.8,24.085483,10.98774,2.8280000000000003,1.682,0.836,0.491678,1.0066,-1.075408136161104,0.12322490990539808,-0.17354381256683557,0.09560606682592868,5.0
78.0,8.329324,13.0,4.666666666666667,27.44881366633333,10.459208333333336,2.5725,1.705,0.8933333333333332,0.4912400000000001,1.66028,-0.6401232367173003,0.05402498946363203,-0.1632629753927572,-0.10384073927404512,5.5
220.0,24.70666,27.5,5.5,65.80676874999999,11.6604875,2.9225000000000003,1.68,0.8925,0.47382125,1.11572,0.6093986003584434,0.6059394231257107,0.4391281662889469,1.3190087560005757,5.5
90.0,2.70174775,5.75,4.5,10.895365749875,11.2603,2.766,1.545,0.708,0.5982450000000001,0.1391,-2.683954141161317,-0.7782040449731658,0.9303227434141917,0.12978359903377779,4.0
108.0,5.230979499999999,9.0,4.666666666666667,18.845175743990385,11.6284,2.6366666666666663,1.598,0.8116666666666665,0.4995000000000001,0.68417,-1.6232075872628786,0.21986589639509568,-0.07084022326663218,0.07372311284369802,5.5
140.0,9.014328,4.666666666666667,3.0,8.773226666666666,13.161829166666667,2.0200000000000005,2.015,0.5053333333333333,0.7450291666666667,0.4325,-2.7319690391777125,-3.535055616370595,1.8130734295375164,-0.17659765132560437,1.8
126.0,16.449327999999998,18.75,5.75,41.861923125,11.037175,2.705,1.765,0.9825,0.489795,1.22872,0.12470718663691685,-0.1503225936007872,-0.2750632733388665,0.48728455211353594,2.0
108.0,11.551332,10.8,4.8,20.077018,11.17714,2.7060000000000004,1.7120000000000002,0.944,0.49512,0.80631,-0.9426148725484854,-0.21899879448765064,-0.5679339280658252,0.02998861873584976,6.0
156.0,21.575328,26.0,4.833333333333333,61.19102,11.496916666666666,2.953333333333333,1.711666666666667,0.9116666666666668,0.4767116666666666,3.52219,1.088283523249843,0.619064711434349,0.7386769345084816,0.17144666980681045,3.0
202.0,24.574384,20.2,5.2,47.3154225304,11.23408,2.7060000000000004,1.714,0.928,0.46498,4.49372,0.8622363349800125,0.690519473835404,0.4650613229928961,-0.6928343881470945,3.3
74.0,14.091992,24.66666666666667,4.333333333333333,58.30341800000001,11.824266666666665,2.7433333333333336,1.8966666666666667,1.16,0.4675316666666667,1.4092,1.4811553400768038,-0.37894342428111727,-0.7878825477392876,0.8049832549963722,6.0
92.0,13.35,42.0,4.0,98.3407975,9.273855,2.295,1.97,1.1800000000000002,0.448895,6.945,4.483653353726312,0.4274826697966752,0.8424621995237854,-0.20213857176871988,2.5
100.0,27.104327,48.0,3.5,116.3255,8.5318,2.24,2.0975,1.37,0.4315125,6.17571,5.668614135992713,0.05971577163985788,0.18870385689119826,0.5387097303307652,3.3
96.0,8.228992,12.0,4.5,25.7926972413,11.14446,2.754,1.7,0.86,0.4820359999999999,1.66028,-0.7782678080009983,0.21462901894427422,-0.20904482634078128,-0.16380623089801763,6.0
58.0,6.283996,11.6,4.8,24.033618,11.06572,2.764,1.714,0.914,0.490654,1.96919,-0.6298853212961313,0.00020361648571298063,-0.24999515365995864,-0.350922014383994,5.5
134.0,13.053996,22.0,4.0,49.224449375000006,9.300975,2.24,1.8,1.1275,0.4756775,2.015,1.0398247535345428,-0.17435530360740079,-0.489448301401898,0.35526044896709635,2.0
114.0,17.46,14.4,4.4,29.525338,10.89726,2.684,1.77,0.928,0.489272,3.11002,-0.00252713411669639,-0.012523738359040379,-0.05051880395366933,-0.6536227634034917,6.0
66.0,12.417996,20.2,4.8,46.5746356,11.14446,2.684,1.9072,0.9,0.4743239999999999,3.26948,0.8516146451902911,-0.020672996063757016,-0.034747853391200685,-0.27596770900535444,6.0
36.0,7.767992,18.0,4.0,37.346215,11.023840000000002,2.81,1.74,1.11,0.4820359999999999,1.43111,0.33324365097696496,-0.19918010776565118,-0.6204574892872801,0.27974374686614917,2.5
104.0,8.109328,8.833333333333336,4.666666666666667,16.120079066666666,11.373216666666664,2.8349999999999995,1.7266666666666668,0.89,0.5430390476190476,0.38903,-1.442561033024856,-0.8267073143834849,-0.19927316735421574,0.08644438311391626,5.0
108.0,9.107996000000002,10.8,4.8,20.2988926326,10.79815625,2.79,1.743,0.8240000000000001,0.491678,0.90311,-1.1348040215112618,-0.06474109000969062,-0.3686103053218673,0.004518018739622443,6.0
72.0,5.439908,9.0,5.0,18.485977957625,11.719925,2.815,1.62625,0.84875,0.48502,0.67383,-1.4459140818853127,0.2556713097157717,-0.35830689204528066,0.04517418298760177,3.8
58.0,5.876743749999998,9.090909090909092,4.909090909090909,19.68944813909091,11.15518409090909,2.727,1.767,0.8925,0.4949436363636364,0.77755,-1.0521907476157355,-0.3091762461461619,-0.6211143561459024,-0.04343714449316914,5.5
202.0,22.908309000000006,20.2,5.2,47.3154225304,11.46526,2.884,1.7880000000000005,0.946,0.460005,2.95748,0.7206948294632276,0.38802859492115566,-0.080542608072724,-0.09648690190768325,3.8
108.0,7.767992,10.8,4.8,21.654418,11.20276,2.675,1.736,0.926,0.498984,0.97761,-0.884440256290652,-0.28245847564725896,-0.4881168696129286,-0.019924765342546048,6.0
6.0,1.7,6.0,4.0,11.7051,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.75193,-2.6729949809379936,-0.8301316844623965,1.358822224663926,-0.0703453073129036,3.8
200.0,15.43,10.0,5.0,20.322035645125,11.139125000000002,2.6625,1.59,0.82375,0.59942625,0.71978,-1.8274052242372483,-0.9670611319899438,0.9167101914909267,0.16358277696029738,6.8
